1169,67,1,2,1,1
2096,49,1,1,0,1
7882,45,0,1,0,1
9055,35,0,1,1,1
2835,53,1,1,0,1
6948,35,0,1,1,1
3059,61,1,1,0,1
1567,22,1,1,1,1
1403,28,0,1,0,1
2424,53,1,2,0,1
8072,25,1,3,0,1
3430,31,1,1,1,1
2134,48,1,3,1,1
2647,44,0,1,0,1
2241,48,0,2,0,1
1804,44,1,1,0,1
2069,26,1,2,0,1
1374,36,1,1,1,1
426,39,1,1,0,1
409,42,0,2,0,1
2415,34,1,1,0,1
1913,36,1,1,1,1
4020,27,1,1,0,1
5866,30,1,2,1,1
1264,57,0,1,0,1
1474,33,1,1,1,1
6110,31,0,1,1,1
1225,37,1,1,1,1
458,24,1,1,0,1
2333,30,1,1,0,1
1158,26,1,1,1,1
6204,44,1,1,1,1
6187,24,0,2,0,1
1393,35,1,2,0,1
2299,39,1,1,0,1
1352,23,0,1,1,1
7228,39,1,2,0,1
2073,28,1,1,0,1
2333,29,1,1,0,1
5965,30,1,2,1,1
1262,25,1,1,0,1
3378,31,1,1,1,1
783,26,1,1,0,1
9566,31,1,2,0,1
1961,23,1,1,0,1
1391,27,1,1,1,1
1537,50,1,2,1,1
3181,26,1,1,1,1
5190,48,1,4,1,1
2171,29,1,1,0,1
1007,22,1,1,0,1
2394,25,1,1,0,1
8133,30,1,1,0,1
730,46,0,2,1,1
1164,51,0,2,1,1
5954,41,1,2,0,1
1526,66,0,2,0,1
4771,51,1,1,0,1
9436,39,1,1,0,1
3832,22,1,1,0,1
1213,47,1,1,1,1
1568,24,0,1,0,1
1755,58,1,1,1,1
2315,52,1,1,0,1
1412,29,1,2,1,1
1295,27,1,2,0,1
2249,30,1,1,1,1
618,56,1,1,0,1
1409,54,1,1,0,1
3617,20,0,2,0,1
1318,54,1,1,1,1
2012,61,1,1,0,1
2622,34,1,1,0,1
2337,36,1,1,0,1
7057,36,0,2,1,1
1469,41,0,1,0,1
2323,24,0,1,0,1
932,24,1,1,0,1
1919,35,0,1,1,1
2445,26,0,1,1,1
6078,32,1,1,0,1
7721,30,1,1,1,1
1410,35,1,1,1,1
1449,31,1,2,0,1
392,23,0,1,1,1
6260,28,0,1,0,1
1680,35,1,1,0,1
3578,47,1,1,1,1
2132,27,0,2,0,1
2366,36,1,1,1,1
3868,41,0,2,1,1
1768,24,0,1,0,1
781,63,0,2,1,1
2121,30,1,2,0,1
701,40,1,1,0,1
1860,34,1,2,1,1
8487,24,1,1,0,1
2708,27,1,2,0,1
1984,47,0,2,0,1
10144,21,1,1,1,1
1240,38,1,2,1,1
8613,27,1,2,0,1
2728,35,1,3,1,1
1881,44,0,1,1,1
709,27,1,1,0,1
4795,30,1,1,1,1
3416,27,1,1,0,1
2288,23,1,1,1,1
3566,30,1,1,0,1
860,39,1,2,1,1
682,51,1,2,1,1
5371,28,1,2,0,1
1582,46,1,2,0,1
1346,42,0,1,1,1
1924,38,1,1,1,1
5848,24,1,1,0,1
7758,29,0,1,0,1
6967,36,0,1,1,1
1288,48,1,2,0,1
339,45,1,1,0,1
3512,38,1,2,1,1
1898,34,1,2,0,1
2872,36,1,1,1,1
1055,30,1,2,0,1
1262,36,1,2,1,1
7308,70,0,1,1,1
909,36,1,1,0,1
2978,32,1,1,1,1
1577,20,1,1,0,1
3972,25,0,1,1,1
763,26,1,1,1,1
1414,33,1,1,0,1
2577,42,1,1,0,1
338,52,1,2,0,1
1963,31,0,2,1,1
571,65,1,2,0,1
3777,50,1,1,1,1
1360,31,1,2,0,1
1175,68,0,3,1,1
3244,33,1,2,1,1
2108,29,0,1,0,1
1382,28,1,2,1,1
2760,36,0,1,1,1
936,52,1,2,1,1
1168,27,1,1,0,1
5117,26,1,2,0,1
1495,38,1,2,0,1
10623,38,0,3,1,1
1935,43,1,3,1,1
1424,26,1,1,0,1
6568,21,1,1,0,1
1413,55,1,1,0,1
3074,33,1,2,0,1
3835,45,1,1,1,1
3342,51,1,1,1,1
932,39,1,2,0,1
3104,31,1,1,1,1
3913,23,1,1,1,1
3021,24,0,1,0,1
1364,64,1,1,1,1
625,26,1,1,0,1
1200,23,0,1,1,1
707,30,1,2,0,1
2978,32,1,2,1,1
4657,30,1,1,1,1
2613,27,1,2,0,1
3149,22,0,1,0,1
2507,51,0,1,0,1
2141,35,1,1,0,1
866,25,1,1,0,1
1544,42,1,3,0,1
1291,35,1,2,0,1
2522,39,1,1,0,1
1595,51,1,1,0,1
1185,27,1,2,0,1
3447,35,1,1,0,1
1258,25,1,1,1,1
717,52,1,3,0,1
1204,35,0,1,0,1
1925,26,1,1,0,1
666,39,1,2,1,1
2251,46,1,1,0,1
4151,35,1,2,0,1
2030,24,1,1,1,1
7418,27,1,1,0,1
2684,35,1,2,0,1
3812,23,1,1,1,1
1154,57,1,3,0,1
1657,27,1,1,0,1
1603,55,1,1,0,1
5302,36,0,3,1,1
2748,57,0,3,0,1
1231,32,1,2,0,1
6304,36,1,2,0,1
1533,38,1,1,1,1
999,25,1,2,0,1
2662,32,1,1,0,1
1402,37,0,1,1,1
12169,36,0,1,1,1
2697,32,1,1,0,1
2404,26,1,2,0,1
1262,49,1,1,1,1
1901,29,0,1,1,1
3368,23,0,2,1,1
1574,50,1,1,0,1
1445,49,1,1,0,1
1520,63,1,1,0,1
3878,37,1,1,1,1
10722,35,1,1,1,1
4788,26,1,1,0,1
7582,31,0,1,1,1
1092,49,1,2,1,1
1076,26,1,1,1,1
6419,44,0,2,1,1
4796,56,0,1,0,1
7629,46,1,2,0,1
4675,20,0,1,0,1
1287,45,1,1,0,1
2515,43,1,1,1,1
2745,32,1,2,1,1
672,54,1,1,1,1
1038,49,1,2,1,1
1543,33,1,1,0,1
4811,24,0,1,0,1
276,22,0,1,0,1
5381,40,0,1,1,1
5511,25,1,1,0,1
3749,26,1,1,0,1
1494,29,1,1,0,1
708,38,1,1,0,1
4351,48,1,1,1,1
701,32,1,2,0,1
3643,27,1,2,0,1
2910,34,0,1,1,1
2659,28,1,1,0,1
1028,36,1,2,0,1
3398,39,1,2,0,1
5801,49,0,1,1,1
1525,34,1,1,1,1
4473,31,1,1,0,1
1068,28,1,1,0,1
6615,75,0,2,1,1
2101,23,1,1,0,1
4169,28,1,1,0,1
1521,31,1,1,0,1
5743,24,0,2,1,1
3599,26,0,1,0,1
3213,25,0,1,0,1
4439,33,1,1,1,1
3949,37,1,1,0,1
1459,43,1,1,0,1
882,23,1,2,0,1
3758,23,0,1,0,1
1743,34,1,2,0,1
1236,23,0,1,1,1
3229,38,1,1,1,1
727,46,0,1,1,1
2331,49,1,1,1,1
776,28,1,1,0,1
1239,61,0,1,0,1
3399,37,1,1,0,1
2247,36,1,2,1,1
1766,21,0,1,0,1
1542,36,1,1,1,1
3850,27,1,2,0,1
3650,22,0,1,0,1
3001,40,0,1,0,1
3079,36,1,1,0,1
6070,33,1,2,1,1
2146,23,0,2,0,1
13756,63,0,1,1,1
2320,34,1,2,0,1
846,36,0,1,0,1
362,52,1,2,0,1
2212,39,1,1,1,1
1283,25,0,1,0,1
1330,26,1,1,0,1
4272,26,1,2,0,1
2238,25,1,2,0,1
1126,21,0,1,1,1
7374,40,1,2,1,1
2326,27,1,1,0,1
1449,27,1,2,0,1
1820,30,1,1,1,1
983,19,0,1,0,1
3249,39,0,1,1,1
1957,31,1,1,0,1
2406,31,1,1,0,1
11760,32,0,1,1,1
2578,55,0,1,0,1
2348,46,1,2,1,1
1516,43,1,2,0,1
1473,39,1,1,1,1
1887,28,1,2,0,1
802,27,1,2,0,1
2899,43,1,1,0,1
2197,43,1,2,1,1
1053,27,1,1,0,1
3235,26,1,1,1,1
1967,20,1,1,1,1
7253,35,1,2,1,1
1597,40,0,1,0,1
5842,35,1,2,1,1
8471,23,0,2,1,1
2782,31,1,1,0,1
3186,20,0,1,0,1
2028,30,1,1,0,1
958,47,1,2,0,1
1591,34,1,2,0,1
2779,21,0,1,1,1
2743,29,1,2,0,1
1149,46,1,2,0,1
1313,20,1,1,0,1
3448,74,1,1,0,1
1872,36,0,3,1,1
2058,33,1,2,1,1
2136,25,1,1,0,1
660,23,0,1,0,1
1287,37,1,2,1,1
3394,65,1,2,0,1
1884,39,1,1,1,1
1620,30,1,1,0,1
2629,29,1,2,1,1
1244,41,0,2,0,1
2576,35,1,1,0,1
1424,55,1,1,1,1
11054,30,1,1,1,1
518,29,1,1,0,1
2759,34,1,2,0,1
2670,35,1,1,1,1
2679,29,1,1,1,1
3905,36,0,2,0,1
343,27,1,1,0,1
4594,32,1,1,1,1
3620,37,1,1,0,1
1721,36,1,1,0,1
3017,34,0,1,0,1
754,38,1,2,0,1
1950,34,1,2,1,1
2924,63,1,1,1,1
7238,32,1,2,0,1
2764,26,1,2,1,1
4679,35,1,2,1,1
1238,36,1,1,1,1
2569,24,1,1,0,1
5152,25,1,1,0,1
1037,39,1,1,0,1
1478,44,1,2,1,1
3573,23,1,1,0,1
1201,26,1,1,0,1
3622,57,0,2,1,1
960,30,1,2,0,1
1163,44,1,1,1,1
3077,52,1,1,1,1
3757,62,0,1,1,1
1418,35,0,1,0,1
3518,26,0,1,0,1
1934,26,1,2,0,1
1237,27,1,2,0,1
368,38,1,1,0,1
2122,39,0,2,0,1
1585,40,1,2,0,1
1301,32,1,1,0,1
1323,28,1,2,1,1
5493,42,0,1,0,1
1126,49,1,1,0,1
2360,36,1,1,1,1
1413,28,1,1,0,1
8588,45,1,1,1,1
4686,32,0,1,1,1
2687,26,0,1,1,1
585,20,0,2,0,1
2255,54,1,1,0,1
609,37,1,2,0,1
1361,40,1,1,0,1
1203,43,1,1,1,1
700,36,0,2,0,1
5507,44,0,2,0,1
3488,23,1,1,0,1
1113,26,1,1,0,1
7966,30,1,2,0,1
1532,31,1,1,0,1
1503,42,1,2,0,1
662,41,1,1,1,1
2273,32,1,2,0,1
1503,41,0,1,0,1
1311,26,1,1,1,1
3105,25,1,2,0,1
1374,75,1,1,1,1
3612,37,1,1,1,1
3049,45,1,1,0,1
2032,60,0,2,1,1
1255,61,1,2,0,1
2022,37,1,1,1,1
1552,32,1,1,0,1
8858,35,0,2,1,1
996,23,1,2,0,1
1750,45,1,1,0,1
1995,27,1,1,0,1
1199,67,1,2,1,1
2964,49,0,1,1,1
683,29,1,1,0,1
4712,37,1,2,1,1
1553,23,0,2,1,1
2578,34,1,1,0,1
3979,41,1,2,1,1
5954,38,1,1,0,1
5433,26,0,1,1,1
806,22,1,1,0,1
1082,27,1,2,0,1
2788,24,1,2,0,1
2930,27,1,1,0,1
1927,33,1,2,1,1
937,27,1,2,0,1
3124,49,1,2,0,1
1388,26,0,1,0,1
2133,52,0,1,1,1
2799,36,0,2,0,1
1289,21,1,1,0,1
385,58,1,4,1,1
1965,42,0,2,1,1
1572,36,1,1,0,1
3863,32,0,1,0,1
2329,45,1,1,0,1
1275,23,1,1,0,1
2828,22,1,1,1,1
4526,74,1,1,1,1
2051,33,1,1,0,1
1300,45,0,1,0,1
3357,29,1,1,0,1
3632,22,0,1,0,1
12204,48,1,1,1,1
9157,27,0,1,0,1
3676,37,0,3,0,1
640,49,1,1,0,1
3652,27,1,2,0,1
1858,22,0,1,0,1
1979,35,1,1,0,1
2116,41,1,1,1,1
4042,36,1,2,1,1
3832,64,1,1,0,1
3660,28,1,1,0,1
1444,23,1,1,0,1
1393,47,1,3,1,1
1376,28,1,1,0,1
15653,21,1,2,1,1
1493,34,1,1,0,1
1308,38,1,2,0,1
1851,33,1,2,1,1
